,ode_id,pde_id,sB,A,B,AA,AAB,AAAB,D_A,D_B,D_AA,D_AAB,D_AAAB
5660,AAAB_P2_942,AAAB_P2_942_D_5661,6.05294,0.0195747,0.0397697,0.235856,0.530357,0.661919,18.8125,11.6875,2.1875,18.8125,6.9375
