,ode_id,pde_id,sB,A,B,C,AB,BC,ABC,D_A,D_B,D_C,D_AB,D_BC,D_ABC
925,ABC_P0_782,ABC_P0_782_D_926,12.6319,0.0033967,4.30883,0.00184964,4.46965,1.72502,1.09338,12.875,3.375,8.125,8.125,12.875,3.375
