,ode_id,pde_id,sB,A,B,C,AB,AAB,AABC,D_A,D_B,D_C,D_AB,D_AAB,D_AABC
5723,AABC_P2_417,AABC_P2_417_D_5724,1.6761,0.0419896,0.0299533,0.0118483,0.0519346,0.241769,0.32649,2.78125,9.90625,6.34375,17.03125,8.71875,7.53125
