,ode_id,pde_id,sB,A,B,AB,AAB,AABB,D_A,D_B,D_AB,D_AAB,D_AABB
63,AABB_P3_121,AABB_P3_121_D_64,9.31123,0.306474,0.0121848,0.0169129,0.570949,0.415782,2.70703125,8.79296875,11.46484375,1.96484375,11.31640625
