,ode_id,pde_id,sB,A,B,C,AB,BC,ABC,AABC,D_A,D_B,D_C,D_AB,D_BC,D_ABC,D_AABC
5017,AABC_P3_809,AABC_P3_809_D_5018,4.59845,0.0271149,0.0650286,0.0782648,0.0352753,0.184652,0.276235,0.255439,4.93359375,8.34765625,11.61328125,18.44140625,10.87109375,16.51171875,1.07421875
