,ode_id,pde_id,sB,A,B,AB,AAB,AAAB,D_A,D_B,D_AB,D_AAB,D_AAAB
17276,AAAB_P3_737,AAAB_P3_737_D_17277,8.19307,0.0109941,0.361705,0.171658,0.316057,0.775088,4.265625,17.921875,10.203125,9.609375,2.484375
