,ode_id,pde_id,sB,A,B,AA,AB,AAAB,D_A,D_B,D_AA,D_AB,D_AAAB
223,AAAB_P0_4,AAAB_P0_4_D_224,9.80794,0.0143102,1.00068,0.0483897,0.313319,1.0013,14.87890625,9.38671875,1.96484375,19.48046875,3.30078125
