,ode_id,pde_id,sB,A,B,AA,AAB,AABB,D_A,D_B,D_AA,D_AAB,D_AABB
13419,AABB_P2_641,AABB_P2_641_D_13420,7.95148,0.0424311,0.013982,0.264659,0.693575,4.08992,14.65625,14.65625,7.53125,1.59375,8.71875
