,ode_id,pde_id,sB,A,B,C,D,AB,BC,BD,ABC,ABD,BCD,ABCD,D_A,D_B,D_C,D_D,D_AB,D_BC,D_BD,D_ABC,D_ABD,D_BCD,D_ABCD
16500,ABCD_P1_04843,ABCD_P1_04843_D_16501,5.0687,0.344059,0.00137959,5.9359608147,0.22641392453,0.000980988,0.070461028959,0.0011167951901,1.26002,0.00728953,0.12094548788,0.451399,3.59765625,19.18359375,2.26171875,2.70703125,4.04296875,6.56640625,7.75390625,16.95703125,4.63671875,4.78515625,3.15234375
