,ode_id,pde_id,sB,A,B,AB,AAB,D_A,D_B,D_AB,D_AAB
10481,AAB_P1_693,AAB_P1_693_D_10482,8.97967,0.00280566,2.79325,2.29412,1.35266,14.65625,7.53125,14.65625,1.59375
